,year,state,fips,deaths,population,crude,adjusted,adjusted_se,region,abbr,division_name
269,2004,Montana,30,45,930009,4.8,5,0.8,West,MT,Mountain
270,2004,Nebraska,31,26,1749370,1.5,1.6,0.3,Midwest,NE,West North Central
271,2004,Nevada,32,275,2346222,11.7,11.6,0.7,West,NV,Mountain
272,2004,New Hampshire,33,90,1290121,7,6.9,0.7,Northeast,NH,New England
273,2004,New Jersey,34,312,8634561,3.6,3.6,0.2,Northeast,NJ,Middle Atlantic
274,2004,New Mexico,35,185,1903808,9.7,10,0.7,West,NM,Mountain
275,2004,New York,36,479,19171567,2.5,2.4,0.1,Northeast,NY,Middle Atlantic
276,2004,North Carolina,37,562,8553152,6.6,6.6,0.3,South,NC,South Atlantic
277,2004,North Dakota,38,13,644705,NA,NA,0.5,Midwest,ND,West North Central
278,2004,Ohio,39,515,11452251,4.5,4.5,0.2,Midwest,OH,East North Central
279,2004,Oklahoma,40,306,3525233,8.7,8.9,0.5,South,OK,West South Central
280,2004,Oregon,41,225,3569463,6.3,6.2,0.4,West,OR,Pacific
281,2004,Pennsylvania,42,475,12410722,3.8,3.9,0.2,Northeast,PA,Middle Atlantic
282,2004,Rhode Island,44,75,1074579,7,7,0.8,Northeast,RI,New England
283,2004,South Carolina,45,128,4210921,3,3.1,0.3,South,SC,South Atlantic
284,2004,South Dakota,46,20,770396,2.6,2.7,0.6,Midwest,SD,West North Central
285,2004,Tennessee,47,379,5910809,6.4,6.4,0.3,South,TN,East South Central
286,2004,Texas,48,814,22394023,3.6,3.7,0.1,South,TX,West South Central
287,2004,Utah,49,264,2401580,11,11.8,0.7,West,UT,Mountain
288,2004,Vermont,50,37,619920,6,6.1,1,Northeast,VT,New England
289,2004,Virginia,51,390,7475575,5.2,5.1,0.3,South,VA,South Atlantic
290,2004,Washington,53,575,6178645,9.3,9,0.4,West,WA,Pacific
291,2004,West Virginia,54,251,1816438,13.8,14.2,0.9,South,WV,South Atlantic
292,2004,Wisconsin,55,221,5514026,4,4,0.3,Midwest,WI,East North Central
293,2004,Wyoming,56,12,509106,NA,NA,0.7,West,WY,Mountain
294,2005,Alabama,1,80,4569805,1.8,1.8,0.2,South,AL,East South Central
295,2005,Alaska,2,18,666946,NA,NA,0.6,West,AK,Pacific
296,2005,Arizona,4,375,5839077,6.4,6.6,0.3,West,AZ,Mountain
297,2005,Arkansas,5,123,2781097,4.4,4.6,0.4,South,AR,West South Central
298,2005,California,6,1372,35827943,3.8,3.8,0.1,West,CA,Pacific
299,2005,Colorado,8,295,4631888,6.4,6.2,0.4,West,CO,Mountain
300,2005,Connecticut,9,163,3506956,4.6,4.7,0.4,Northeast,CT,New England
301,2005,Delaware,10,29,845150,3.4,3.5,0.7,South,DE,South Atlantic
302,2005,District of Columbia,11,44,567136,7.8,7.8,1.2,South,DC,South Atlantic
303,2005,Florida,12,1097,17842038,6.1,6.3,0.2,South,FL,South Atlantic
304,2005,Georgia,13,300,8925922,3.4,3.3,0.2,South,GA,South Atlantic
305,2005,Hawaii,15,67,1292729,5.2,5,0.6,West,HI,Pacific
306,2005,Idaho,16,50,1428241,3.5,3.7,0.5,West,ID,Mountain
307,2005,Illinois,17,590,12609903,4.7,4.7,0.2,Midwest,IL,East North Central
308,2005,Indiana,18,160,6278616,2.5,2.6,0.2,Midwest,IN,East North Central
309,2005,Iowa,19,67,2964454,2.3,2.4,0.3,Midwest,IA,West North Central
310,2005,Kansas,20,106,2745299,3.9,4.1,0.4,Midwest,KS,West North Central
311,2005,Kentucky,21,285,4182742,6.8,6.8,0.4,South,KY,East South Central
312,2005,Louisiana,22,172,4576628,3.8,3.8,0.3,South,LA,West South Central
313,2005,Maine,23,116,1318787,8.8,9,0.8,Northeast,ME,New England
314,2005,Maryland,24,495,5592379,8.9,8.6,0.4,South,MD,South Atlantic
315,2005,Massachusetts,25,557,6403290,8.7,8.6,0.4,Northeast,MA,New England
316,2005,Michigan,26,483,10051137,4.8,4.8,0.2,Midwest,MI,East North Central
317,2005,Minnesota,27,144,5119598,2.8,2.8,0.2,Midwest,MN,West North Central
318,2005,Mississippi,28,40,2905943,1.4,1.4,0.2,South,MS,East South Central
319,2005,Missouri,29,302,5790300,5.2,5.3,0.3,Midwest,MO,West North Central
320,2005,Montana,30,45,940102,4.8,4.7,0.7,West,MT,Mountain
321,2005,Nebraska,31,43,1761497,2.4,2.5,0.4,Midwest,NE,West North Central
322,2005,Nevada,32,323,2432143,13.3,13.1,0.7,West,NV,Mountain
323,2005,New Hampshire,33,109,1298492,8.4,8.2,0.8,Northeast,NH,New England
324,2005,New Jersey,34,435,8651974,5,5,0.2,Northeast,NJ,Middle Atlantic
325,2005,New Mexico,35,211,1932274,10.9,11.4,0.8,West,NM,Mountain
326,2005,New York,36,562,19132610,2.9,2.9,0.1,Northeast,NY,Middle Atlantic
327,2005,North Carolina,37,654,8705407,7.5,7.5,0.3,South,NC,South Atlantic
328,2005,Ohio,39,560,11463320,4.9,4.9,0.2,Midwest,OH,East North Central
329,2005,Oklahoma,40,313,3548597,8.8,9,0.5,South,OK,West South Central
330,2005,Oregon,41,267,3613202,7.4,7.2,0.4,West,OR,Pacific
331,2005,Pennsylvania,42,504,12449990,4,4.2,0.2,Northeast,PA,Middle Atlantic
332,2005,Rhode Island,44,112,1067916,10.5,10.3,1,Northeast,RI,New England
333,2005,South Carolina,45,149,4270150,3.5,3.5,0.3,South,SC,South Atlantic
334,2005,South Dakota,46,22,775493,2.8,3.1,0.7,Midwest,SD,West North Central
335,2005,Tennessee,47,447,5991057,7.5,7.5,0.4,South,TN,East South Central
336,2005,Texas,48,872,22778123,3.8,3.9,0.1,South,TX,West South Central
337,2005,Utah,49,326,2457719,13.3,14.2,0.8,West,UT,Mountain
338,2005,Vermont,50,37,621215,6,6.1,1,Northeast,VT,New England
339,2005,Virginia,51,363,7577105,4.8,4.7,0.2,South,VA,South Atlantic
340,2005,Washington,53,603,6257305,9.6,9.2,0.4,West,WA,Pacific
341,2005,West Virginia,54,140,1820492,7.7,8.2,0.7,South,WV,South Atlantic
342,2005,Wisconsin,55,273,5546166,4.9,4.9,0.3,Midwest,WI,East North Central
343,2005,Wyoming,56,10,514157,NA,NA,0.6,West,WY,Mountain
344,2006,Alabama,1,124,4628981,2.7,2.7,0.2,South,AL,East South Central
345,2006,Alaska,2,29,675302,4.3,4.1,0.8,West,AK,Pacific
346,2006,Arizona,4,459,6029141,7.6,7.8,0.4,West,AZ,Mountain
347,2006,Arkansas,5,140,2821761,5,5.1,0.4,South,AR,West South Central
348,2006,California,6,1511,36021202,4.2,4.1,0.1,West,CA,Pacific
349,2006,Colorado,8,326,4720423,6.9,6.7,0.4,West,CO,Mountain
350,2006,Connecticut,9,224,3517460,6.4,6.4,0.4,Northeast,CT,New England
351,2006,Delaware,10,37,859268,4.3,4.5,0.7,South,DE,South Atlantic
352,2006,District of Columbia,11,55,570681,9.6,9.6,1.3,South,DC,South Atlantic
353,2006,Florida,12,1223,18166990,6.7,6.9,0.2,South,FL,South Atlantic
354,2006,Georgia,13,331,9155813,3.6,3.6,0.2,South,GA,South Atlantic
355,2006,Hawaii,15,54,1309731,4.1,4,0.5,West,HI,Pacific
356,2006,Idaho,16,70,1468669,4.8,5,0.6,West,ID,Mountain
357,2006,Illinois,17,870,12643955,6.9,6.9,0.2,Midwest,IL,East North Central
358,2006,Indiana,18,176,6332669,2.8,2.8,0.2,Midwest,IN,East North Central
359,2006,Iowa,19,93,2982644,3.1,3.3,0.3,Midwest,IA,West North Central
360,2006,Kansas,20,120,2762931,4.3,4.5,0.4,Midwest,KS,West North Central
361,2006,Kentucky,21,331,4219239,7.8,8,0.4,South,KY,East South Central
362,2006,Louisiana,22,194,4302665,4.5,4.6,0.3,South,LA,West South Central
363,2006,Maine,23,93,1323619,7,7.3,0.8,Northeast,ME,New England
364,2006,Maryland,24,565,5627367,10,9.7,0.4,South,MD,South Atlantic
365,2006,Massachusetts,25,659,6410084,10.3,10.1,0.4,Northeast,MA,New England
366,2006,Michigan,26,594,10036081,5.9,6,0.2,Midwest,MI,East North Central
367,2006,Minnesota,27,158,5163555,3.1,3,0.2,Midwest,MN,West North Central
368,2006,Mississippi,28,65,2904978,2.2,2.3,0.3,South,MS,East South Central
369,2006,Missouri,29,403,5842704,6.9,7.1,0.4,Midwest,MO,West North Central
370,2006,Montana,30,47,952692,4.9,5.2,0.8,West,MT,Mountain
371,2006,Nebraska,31,34,1772693,1.9,1.9,0.3,Midwest,NE,West North Central
372,2006,Nevada,32,343,2522658,13.6,13.4,0.7,West,NV,Mountain
373,2006,New Hampshire,33,104,1308389,7.9,7.9,0.8,Northeast,NH,New England
374,2006,New Jersey,34,372,8661679,4.3,4.3,0.2,Northeast,NJ,Middle Atlantic
375,2006,New Mexico,35,243,1962137,12.4,12.5,0.8,West,NM,Mountain
376,2006,New York,36,1010,19104631,5.3,5.2,0.2,Northeast,NY,Middle Atlantic
377,2006,North Carolina,37,696,8917270,7.8,7.8,0.3,South,NC,South Atlantic
378,2006,Ohio,39,634,11481213,5.5,5.6,0.2,Midwest,OH,East North Central
379,2006,Oklahoma,40,383,3594090,10.7,11.1,0.6,South,OK,West South Central
380,2006,Oregon,41,359,3670883,9.8,9.6,0.5,West,OR,Pacific
381,2006,Pennsylvania,42,418,12510809,3.3,3.5,0.2,Northeast,PA,Middle Atlantic
382,2006,Rhode Island,44,130,1063096,12.2,12.2,1.1,Northeast,RI,New England
383,2006,South Carolina,45,214,4357847,4.9,4.9,0.3,South,SC,South Atlantic
384,2006,South Dakota,46,23,783033,2.9,3.3,0.7,Midwest,SD,West North Central
385,2006,Tennessee,47,470,6088766,7.7,7.7,0.4,South,TN,East South Central
386,2006,Texas,48,1067,23359580,4.6,4.6,0.1,South,TX,West South Central
387,2006,Utah,49,331,2525507,13.1,13.9,0.8,West,UT,Mountain
388,2006,Vermont,50,57,622892,9.2,9.4,1.3,Northeast,VT,New England
389,2006,Virginia,51,408,7673725,5.3,5.3,0.3,South,VA,South Atlantic
390,2006,Washington,53,661,6370753,10.4,10,0.4,West,WA,Pacific
391,2006,West Virginia,54,285,1827912,15.6,16.1,1,South,WV,South Atlantic
392,2006,Wisconsin,55,334,5577655,6,6,0.3,Midwest,WI,East North Central
393,2006,Wyoming,56,14,522667,NA,NA,0.8,West,WY,Mountain
394,2007,Alabama,1,165,4672840,3.5,3.6,0.3,South,AL,East South Central
395,2007,Alaska,2,15,680300,NA,NA,0.5,West,AK,Pacific
396,2007,Arizona,4,461,6167681,7.5,7.7,0.4,West,AZ,Mountain
397,2007,Arkansas,5,148,2848650,5.2,5.4,0.4,South,AR,West South Central
398,2007,California,6,1657,36250311,4.6,4.5,0.1,West,CA,Pacific
399,2007,Colorado,8,353,4803868,7.3,7,0.4,West,CO,Mountain
400,2007,Connecticut,9,244,3527270,6.9,7,0.5,Northeast,CT,New England
401,2007,Delaware,10,45,871749,5.2,5.1,0.8,South,DE,South Atlantic
402,2007,District of Columbia,11,29,574404,5,5.2,1,South,DC,South Atlantic
403,2007,Florida,12,1473,18367842,8,8.2,0.2,South,FL,South Atlantic
404,2007,Georgia,13,385,9349988,4.1,4.1,0.2,South,GA,South Atlantic
405,2007,Hawaii,15,78,1315675,5.9,5.7,0.7,West,HI,Pacific
406,2007,Idaho,16,62,1505105,4.1,4.3,0.5,West,ID,Mountain
407,2007,Illinois,17,691,12695866,5.4,5.5,0.2,Midwest,IL,East North Central
408,2007,Indiana,18,241,6379599,3.8,3.9,0.3,Midwest,IN,East North Central
409,2007,Iowa,19,107,2999212,3.6,3.6,0.4,Midwest,IA,West North Central
410,2007,Kansas,20,117,2783785,4.2,4.4,0.4,Midwest,KS,West North Central
411,2007,Kentucky,21,343,4256672,8.1,8.1,0.4,South,KY,East South Central
412,2007,Louisiana,22,212,4375581,4.8,4.9,0.3,South,LA,West South Central
413,2007,Maine,23,102,1327040,7.7,8.1,0.8,Northeast,ME,New England
414,2007,Maryland,24,600,5653408,10.6,10.3,0.4,South,MD,South Atlantic
415,2007,Massachusetts,25,649,6431559,10.1,9.9,0.4,Northeast,MA,New England
416,2007,Michigan,26,506,10001284,5.1,5.1,0.2,Midwest,MI,East North Central
417,2007,Minnesota,27,180,5207203,3.5,3.4,0.3,Midwest,MN,West North Central
418,2007,Mississippi,28,95,2928350,3.2,3.3,0.3,South,MS,East South Central
419,2007,Missouri,29,390,5887612,6.6,6.7,0.3,Midwest,MO,West North Central
420,2007,Montana,30,62,964706,6.4,6.3,0.8,West,MT,Mountain
421,2007,Nebraska,31,39,1783440,2.2,2.4,0.4,Midwest,NE,West North Central
422,2007,Nevada,32,376,2601072,14.5,14.2,0.7,West,NV,Mountain
423,2007,New Hampshire,33,145,1312540,11,10.9,0.9,Northeast,NH,New England
424,2007,New Jersey,34,339,8677885,3.9,3.9,0.2,Northeast,NJ,Middle Atlantic
425,2007,New Mexico,35,266,1990070,13.4,13.5,0.8,West,NM,Mountain
426,2007,New York,36,1029,19132335,5.4,5.2,0.2,Northeast,NY,Middle Atlantic
427,2007,North Carolina,37,750,9118037,8.2,8.2,0.3,South,NC,South Atlantic
428,2007,North Dakota,38,17,652822,NA,NA,0.6,Midwest,ND,West North Central
429,2007,Ohio,39,705,11500468,6.1,6.2,0.2,Midwest,OH,East North Central
430,2007,Oklahoma,40,492,3634349,13.5,13.9,0.6,South,OK,West South Central
431,2007,Oregon,41,358,3722417,9.6,9.4,0.5,West,OR,Pacific
432,2007,Pennsylvania,42,492,12563937,3.9,4,0.2,Northeast,PA,Middle Atlantic
433,2007,Rhode Island,44,87,1057315,8.2,8,0.9,Northeast,RI,New England
434,2007,South Carolina,45,199,4444110,4.5,4.5,0.3,South,SC,South Atlantic
435,2007,South Dakota,46,20,791623,2.5,2.5,0.6,Midwest,SD,West North Central
436,2007,Tennessee,47,479,6175727,7.8,7.8,0.4,South,TN,East South Central
437,2007,Texas,48,1021,23831983,4.3,4.3,0.1,South,TX,West South Central
438,2007,Utah,49,359,2597746,13.8,14.7,0.8,West,UT,Mountain
439,2007,Vermont,50,52,623481,8.3,8.8,1.2,Northeast,VT,New England
440,2007,Virginia,51,502,7751000,6.5,6.4,0.3,South,VA,South Atlantic
441,2007,Washington,53,651,6461587,10.1,9.7,0.4,West,WA,Pacific
442,2007,West Virginia,54,332,1834052,18.1,19,1.1,South,WV,South Atlantic
443,2007,Wisconsin,55,371,5610775,6.6,6.7,0.4,Midwest,WI,East North Central
444,2007,Wyoming,56,25,534876,4.7,4.6,0.9,West,WY,Mountain
445,2008,Alabama,1,185,4718206,3.9,4.1,0.3,South,AL,East South Central
446,2008,Alaska,2,88,687455,12.8,12.5,1.4,West,AK,Pacific
447,2008,Arizona,4,494,6280362,7.9,8.1,0.4,West,AZ,Mountain
448,2008,Arkansas,5,197,2874554,6.9,7.2,0.5,South,AR,West South Central
449,2008,California,6,1801,36604337,4.9,4.8,0.1,West,CA,Pacific
450,2008,Colorado,8,355,4889730,7.3,7,0.4,West,CO,Mountain
451,2008,Connecticut,9,230,3545579,6.5,6.5,0.4,Northeast,CT,New England
452,2008,Delaware,10,65,883874,7.4,7.7,1,South,DE,South Atlantic
453,2008,District of Columbia,11,31,580236,5.3,5.1,0.9,South,DC,South Atlantic
454,2008,Florida,12,1478,18527305,8,8.2,0.2,South,FL,South Atlantic
455,2008,Georgia,13,404,9504843,4.3,4.2,0.2,South,GA,South Atlantic
456,2008,Hawaii,15,53,1332213,4,3.9,0.5,West,HI,Pacific
457,2008,Idaho,16,72,1534320,4.7,4.8,0.6,West,ID,Mountain
458,2008,Illinois,17,846,12747038,6.6,6.7,0.2,Midwest,IL,East North Central
459,2008,Indiana,18,311,6424806,4.8,5,0.3,Midwest,IN,East North Central
460,2008,Iowa,19,127,3016734,4.2,4.4,0.4,Midwest,IA,West North Central
461,2008,Kansas,20,96,2808076,3.4,3.5,0.4,Midwest,KS,West North Central
462,2008,Kentucky,21,365,4289878,8.5,8.7,0.5,South,KY,East South Central
463,2008,Louisiana,22,130,4435586,2.9,2.9,0.3,South,LA,West South Central
464,2008,Maine,23,105,1330509,7.9,8.2,0.8,Northeast,ME,New England
465,2008,Maryland,24,513,5684965,9,8.7,0.4,South,MD,South Atlantic
466,2008,Massachusetts,25,596,6468967,9.2,9.1,0.4,Northeast,MA,New England
467,2008,Michigan,26,643,9946889,6.5,6.5,0.3,Midwest,MI,East North Central
468,2008,Minnesota,27,227,5247018,4.3,4.3,0.3,Midwest,MN,West North Central
469,2008,Mississippi,28,106,2947806,3.6,3.7,0.4,South,MS,East South Central
470,2008,Missouri,29,475,5923916,8,8.2,0.4,Midwest,MO,West North Central
471,2008,Montana,30,70,976415,7.2,7.6,0.9,West,MT,Mountain
472,2008,Nebraska,31,29,1796378,1.6,1.7,0.3,Midwest,NE,West North Central
473,2008,Nevada,32,397,2653630,15,14.7,0.7,West,NV,Mountain
474,2008,New Hampshire,33,94,1315906,7.1,7,0.7,Northeast,NH,New England
475,2008,New Jersey,34,331,8711090,3.8,3.8,0.2,Northeast,NJ,Middle Atlantic
476,2008,New Mexico,35,324,2010662,16.1,16.6,0.9,West,NM,Mountain
477,2008,New York,36,1116,19212436,5.8,5.6,0.2,Northeast,NY,Middle Atlantic
478,2008,North Carolina,37,846,9309449,9.1,9.1,0.3,South,NC,South Atlantic
479,2008,North Dakota,38,32,657569,4.9,5.1,0.9,Midwest,ND,West North Central
480,2008,Ohio,39,814,11515391,7.1,7.2,0.3,Midwest,OH,East North Central
481,2008,Oklahoma,40,410,3668976,11.2,11.4,0.6,South,OK,West South Central
482,2008,Oregon,41,342,3768748,9.1,9,0.5,West,OR,Pacific
483,2008,Pennsylvania,42,611,12612285,4.8,4.9,0.2,Northeast,PA,Middle Atlantic
484,2008,Rhode Island,44,133,1055003,12.6,12.5,1.1,Northeast,RI,New England
485,2008,South Carolina,45,218,4528996,4.8,4.8,0.3,South,SC,South Atlantic
486,2008,South Dakota,46,31,799124,3.9,4.2,0.8,Midwest,SD,West North Central
487,2008,Tennessee,47,480,6247411,7.7,7.7,0.4,South,TN,East South Central
488,2008,Texas,48,944,24309039,3.9,3.9,0.1,South,TX,West South Central
489,2008,Utah,49,350,2663029,13.1,14,0.8,West,UT,Mountain
490,2008,Vermont,50,57,624151,9.1,8.6,1.2,Northeast,VT,New England
491,2008,Virginia,51,490,7833496,6.3,6.2,0.3,South,VA,South Atlantic
492,2008,Washington,53,690,6562231,10.5,10.1,0.4,West,WA,Pacific
493,2008,West Virginia,54,371,1840310,20.2,21,1.1,South,WV,South Atlantic
494,2008,Wisconsin,55,369,5640996,6.5,6.6,0.3,Midwest,WI,East North Central
495,2008,Wyoming,56,40,546043,7.3,7.6,1.2,West,WY,Mountain
496,2009,Alabama,1,206,4757938,4.3,4.5,0.3,South,AL,East South Central
497,2009,Alaska,2,90,698895,12.9,12.5,1.3,West,AK,Pacific
498,2009,Arizona,4,605,6343154,9.5,9.8,0.4,West,AZ,Mountain
499,2009,Arkansas,5,201,2896843,6.9,7.2,0.5,South,AR,West South Central
500,2009,California,6,1987,36961229,5.4,5.2,0.1,West,CA,Pacific
501,2009,Colorado,8,397,4972195,8,7.7,0.4,West,CO,Mountain
502,2009,Connecticut,9,216,3561807,6.1,6.2,0.4,Northeast,CT,New England
503,2009,Delaware,10,81,891730,9.1,9.3,1,South,DE,South Atlantic
504,2009,District of Columbia,11,13,592228,NA,NA,0.6,South,DC,South Atlantic
505,2009,Florida,12,1590,18652644,8.5,8.7,0.2,South,FL,South Atlantic
506,2009,Georgia,13,490,9620846,5.1,5,0.2,South,GA,South Atlantic
507,2009,Hawaii,15,57,1346717,4.2,4.1,0.5,West,HI,Pacific
508,2009,Idaho,16,62,1554439,4,4.2,0.5,West,ID,Mountain
509,2009,Illinois,17,886,12796778,6.9,6.9,0.2,Midwest,IL,East North Central
510,2009,Indiana,18,319,6459325,4.9,5,0.3,Midwest,IN,East North Central
511,2009,Iowa,19,141,3032870,4.6,4.9,0.4,Midwest,IA,West North Central
512,2009,Kansas,20,148,2832704,5.2,5.5,0.5,Midwest,KS,West North Central
513,2009,Kentucky,21,434,4317074,10.1,10.2,0.5,South,KY,East South Central
514,2009,Louisiana,22,122,4491648,2.7,2.8,0.3,South,LA,West South Central
515,2009,Maine,23,114,1329590,8.6,8.7,0.8,Northeast,ME,New England
516,2009,Maryland,24,586,5730388,10.2,9.9,0.4,South,MD,South Atlantic
517,2009,Massachusetts,25,622,6517613,9.5,9.4,0.4,Northeast,MA,New England
518,2009,Michigan,26,736,9901591,7.4,7.5,0.3,Midwest,MI,East North Central
519,2009,Minnesota,27,272,5281203,5.2,5.2,0.3,Midwest,MN,West North Central
520,2009,Mississippi,28,96,2958774,3.2,3.4,0.3,South,MS,East South Central
521,2009,Missouri,29,526,5961088,8.8,9,0.4,Midwest,MO,West North Central
522,2009,Montana,30,89,983982,9,9.4,1,West,MT,Mountain
523,2009,Nebraska,31,66,1812683,3.6,3.7,0.5,Midwest,NE,West North Central
524,2009,Nevada,32,439,2684665,16.4,15.9,0.8,West,NV,Mountain
525,2009,New Hampshire,33,126,1316102,9.6,9.5,0.9,Northeast,NH,New England
526,2009,New Jersey,34,55,8755602,0.6,0.7,0.1,Northeast,NJ,Middle Atlantic
527,2009,New Mexico,35,200,2036802,9.8,10.2,0.7,West,NM,Mountain
528,2009,New York,36,1058,19307066,5.5,5.4,0.2,Northeast,NY,Middle Atlantic
529,2009,North Carolina,37,857,9449566,9.1,9.1,0.3,South,NC,South Atlantic
530,2009,North Dakota,38,17,664968,NA,NA,0.7,Midwest,ND,West North Central
531,2009,Ohio,39,664,11528896,5.8,5.9,0.2,Midwest,OH,East North Central
532,2009,Oklahoma,40,568,3717572,15.3,15.5,0.7,South,OK,West South Central
533,2009,Oregon,41,368,3808600,9.7,9.5,0.5,West,OR,Pacific
534,2009,Pennsylvania,42,637,12666858,5,5.2,0.2,Northeast,PA,Middle Atlantic
